,pid,Ted Budd,Cheri Beasley,Shannon W. Bray,Matthew Hoh,Write-In (Miscellaneous),Michelle Estelle Lewis,County,prec_id,d_margin
715,DAVIDSON_38,83,260,5,3,0,,DAVIDSON,38,51.60349854227405
716,DAVIDSON_40,504,476,11,3,0,,DAVIDSON,40,-2.857142857142857
717,DAVIDSON_42,1129,124,20,6,2,,DAVIDSON,42,-80.20750199521149
718,DAVIDSON_44,1690,506,29,13,0,,DAVIDSON,44,-53.916211293260474
719,DAVIDSON_46,1127,283,22,7,1,,DAVIDSON,46,-59.85815602836879
720,DAVIDSON_48,1046,234,17,9,1,,DAVIDSON,48,-63.4375
721,DAVIDSON_50,1564,221,14,12,0,,DAVIDSON,50,-75.23809523809524
722,DAVIDSON_52,1967,393,30,15,0,,DAVIDSON,52,-66.69491525423729
723,DAVIDSON_54,876,56,13,6,0,,DAVIDSON,54,-87.98283261802575
724,DAVIDSON_56,589,85,6,1,0,,DAVIDSON,56,-74.77744807121661
725,DAVIDSON_58,1454,361,36,10,3,,DAVIDSON,58,-60.22038567493113
726,DAVIDSON_60,1156,640,22,7,1,,DAVIDSON,60,-28.73051224944321
727,DAVIDSON_62,162,302,13,6,0,,DAVIDSON,62,30.17241379310345
728,DAVIDSON_64,117,371,7,2,1,,DAVIDSON,64,52.04918032786885
729,DAVIDSON_66,393,235,8,2,0,,DAVIDSON,66,-25.159235668789808
730,DAVIDSON_68,526,310,12,3,1,,DAVIDSON,68,-25.837320574162682
731,DAVIDSON_70,1037,206,7,7,2,,DAVIDSON,70,-66.8543845534996
732,DAVIDSON_72,1327,289,19,7,3,,DAVIDSON,72,-64.23267326732673
733,DAVIDSON_74,1583,313,18,11,1,,DAVIDSON,74,-66.9831223628692
734,DAVIDSON_76,1379,252,24,12,1,,DAVIDSON,76,-69.09871244635193
735,DAVIDSON_78,1383,277,18,19,0,,DAVIDSON,78,-66.62650602409639
736,DAVIDSON_80A,2554,553,43,12,4,,DAVIDSON,80A,-64.40296105568072
737,DAVIDSON_82,1263,243,25,11,2,,DAVIDSON,82,-67.72908366533864
738,DAVIDSON_84,2301,862,50,22,3,,DAVIDSON,84,-45.49478343344926
739,DAVIDSON_86A,1020,541,18,9,0,,DAVIDSON,86A,-30.685458039718128
740,DAVIDSON_88,1075,366,8,6,0,,DAVIDSON,88,-49.20194309507286
741,DAVIDSON_ABSENTEE BY MAIL,967,1331,27,23,3,,DAVIDSON,ABSENTEE BY MAIL,15.839860748476935
742,DAVIDSON_OS ARCADIA,0,0,0,0,0,,DAVIDSON,OS ARCADIA,
743,DAVIDSON_OS BOE,0,0,0,0,0,,DAVIDSON,OS BOE,
744,DAVIDSON_OS DENTON,0,0,0,0,0,,DAVIDSON,OS DENTON,
745,DAVIDSON_OS MIDWAY,0,0,0,0,0,,DAVIDSON,OS MIDWAY,
746,DAVIDSON_OS TLIB,0,0,0,0,0,,DAVIDSON,OS TLIB,
747,DAVIDSON_PROVISIONAL,78,26,2,0,0,,DAVIDSON,PROVISIONAL,-50.0
748,DAVIDSON_TRANSFER,0,0,0,0,0,,DAVIDSON,TRANSFER,
749,DAVIE_01,500,131,3,4,1,,DAVIE,01,-58.478605388272584
750,DAVIE_02,486,111,9,2,0,,DAVIE,02,-62.8140703517588
751,DAVIE_03,1228,240,8,11,2,,DAVIE,03,-67.30245231607628
752,DAVIE_04,592,138,9,4,0,,DAVIE,04,-62.19178082191781
753,DAVIE_05,1240,302,17,13,2,,DAVIE,05,-60.83009079118028
754,DAVIE_06,725,198,13,5,0,,DAVIE,06,-57.0964247020585
755,DAVIE_07,725,218,13,11,0,,DAVIE,07,-53.76458112407211
756,DAVIE_08,622,404,14,16,2,,DAVIE,08,-21.24756335282651
757,DAVIE_09,788,303,21,10,4,,DAVIE,09,-44.454628780934925
758,DAVIE_10,1206,421,20,9,1,,DAVIE,10,-48.24830977258758
759,DAVIE_11,749,170,14,6,0,,DAVIE,11,-63.003264417845486
760,DAVIE_12,1654,565,26,9,1,,DAVIE,12,-49.07616043262731
761,DAVIE_13,1442,685,23,8,0,,DAVIE,13,-35.59003291020216
762,DAVIE_14,975,322,15,14,3,,DAVIE,14,-50.34695451040864
763,DAVIE_ABSENTEE,227,285,10,13,0,,DAVIE,ABSENTEE,11.328125
764,DAVIE_OS BERMUDA RUN,0,0,0,0,0,,DAVIE,OS BERMUDA RUN,
765,DAVIE_OS BOE,0,0,0,0,0,,DAVIE,OS BOE,
766,DAVIE_OS JERUSALEM VFD,0,0,0,0,0,,DAVIE,OS JERUSALEM VFD,
767,DAVIE_PROVISIONAL,32,8,0,1,0,,DAVIE,PROVISIONAL,-60.0
768,DAVIE_TRANSFER,0,0,0,0,0,,DAVIE,TRANSFER,
769,DUPLIN_ALBE,533,94,6,0,1,,DUPLIN,ALBE,-70.01594896331738
770,DUPLIN_BEUL,1269,254,14,5,1,,DUPLIN,BEUL,-66.64478003939594
771,DUPLIN_CALY,317,102,6,1,0,,DUPLIN,CALY,-51.3126491646778
772,DUPLIN_CFRK,352,38,12,5,0,,DUPLIN,CFRK,-80.51282051282051
773,DUPLIN_CHAR,295,351,10,3,0,,DUPLIN,CHAR,8.6687306501548
774,DUPLIN_CHIN,370,101,9,3,0,,DUPLIN,CHIN,-57.11252653927813
775,DUPLIN_CYCK,655,102,8,3,1,,DUPLIN,CYCK,-73.05151915455747
776,DUPLIN_FAIS,389,240,6,0,1,,DUPLIN,FAIS,-23.68839427662957
777,DUPLIN_GLIS,300,62,3,4,1,,DUPLIN,GLIS,-65.74585635359117
778,DUPLIN_HALL,462,215,12,5,0,,DUPLIN,HALL,-36.484490398818316
779,DUPLIN_KENA,785,774,20,9,0,,DUPLIN,KENA,-0.7055805003207184
780,DUPLIN_LOCK,140,32,1,0,0,,DUPLIN,LOCK,-62.7906976744186
781,DUPLIN_MAGN,297,284,13,4,0,,DUPLIN,MAGN,-2.2375215146299485
782,DUPLIN_ROCK,285,148,7,3,0,,DUPLIN,ROCK,-31.639722863741337
783,DUPLIN_ROSE,459,324,12,3,2,,DUPLIN,ROSE,-17.24137931034483
784,DUPLIN_SMCA,531,99,7,4,0,,DUPLIN,SMCA,-68.57142857142857
785,DUPLIN_WALL,1299,928,31,8,1,,DUPLIN,WALL,-16.659182757072294
786,DUPLIN_WARS,540,818,14,8,0,,DUPLIN,WARS,20.471281296023562
787,DUPLIN_WOLF,574,105,12,5,3,,DUPLIN,WOLF,-69.0721649484536
788,DURHAM_01,35,211,3,1,0,0.0,DURHAM,01,71.54471544715447
789,DURHAM_02,47,565,5,5,0,0.0,DURHAM,02,84.640522875817
790,DURHAM_03,41,414,10,8,0,0.0,DURHAM,03,81.97802197802197
791,DURHAM_04,46,478,6,5,1,0.0,DURHAM,04,82.44274809160305
792,DURHAM_05,42,480,8,7,0,0.0,DURHAM,05,83.9080459770115
793,DURHAM_06,30,301,9,3,0,0.0,DURHAM,06,81.87311178247734
794,DURHAM_07,33,381,9,10,0,0.0,DURHAM,07,84.05797101449275
795,DURHAM_08,23,558,7,6,0,0.0,DURHAM,08,92.08261617900172
796,DURHAM_09,65,536,6,5,1,0.0,DURHAM,09,78.369384359401
797,DURHAM_10,16,341,4,4,0,0.0,DURHAM,10,91.03641456582633
798,DURHAM_12,11,113,0,2,0,0.0,DURHAM,12,82.25806451612904
799,DURHAM_13,6,148,0,1,0,0.0,DURHAM,13,92.20779220779221
800,DURHAM_14,39,328,9,6,0,0.0,DURHAM,14,78.7465940054496
801,DURHAM_15,32,226,4,1,0,0.0,DURHAM,15,75.1937984496124
802,DURHAM_16,99,380,3,4,0,0.0,DURHAM,16,58.66388308977035
803,DURHAM_17,43,469,8,5,1,0.0,DURHAM,17,83.203125
804,DURHAM_18,20,274,4,4,1,0.0,DURHAM,18,86.39455782312925
805,DURHAM_19,80,534,8,5,0,0.0,DURHAM,19,73.9413680781759
806,DURHAM_20,34,382,4,6,0,0.0,DURHAM,20,83.65384615384616
807,DURHAM_21,46,467,4,6,0,0.0,DURHAM,21,82.06627680311891
808,DURHAM_22,40,633,9,7,0,0.0,DURHAM,22,88.11292719167905
809,DURHAM_23,121,865,14,9,0,0.0,DURHAM,23,75.45638945233266
810,DURHAM_24,199,563,16,6,0,0.0,DURHAM,24,47.76902887139108
811,DURHAM_25,301,253,14,6,0,0.0,DURHAM,25,-8.664259927797833
812,DURHAM_26,327,158,7,3,0,0.0,DURHAM,26,-34.845360824742265
813,DURHAM_27,195,530,21,5,1,0.0,DURHAM,27,46.206896551724135
814,DURHAM_28,693,331,35,5,0,0.0,DURHAM,28,-35.3515625
815,DURHAM_29,334,493,7,5,0,0.0,DURHAM,29,19.226118500604596
816,DURHAM_30-1,351,1080,23,17,1,0.0,DURHAM,30-1,50.943396226415096
817,DURHAM_30-2,202,990,28,13,0,0.0,DURHAM,30-2,66.10738255033557
818,DURHAM_31,337,863,21,15,2,0.0,DURHAM,31,43.833333333333336
819,DURHAM_32,440,396,22,3,1,0.0,DURHAM,32,-5.263157894736842
820,DURHAM_33,426,1096,34,13,2,0.0,DURHAM,33,44.021024967148485
821,DURHAM_34-1,85,449,1,2,0,0.0,DURHAM,34-1,68.16479400749064
822,DURHAM_34-2,88,847,13,9,0,0.0,DURHAM,34-2,81.17647058823529
823,DURHAM_35.3,410,1000,40,17,0,0.0,DURHAM,35.3,41.843971631205676
824,DURHAM_36,73,501,4,6,1,0.0,DURHAM,36,74.56445993031359
825,DURHAM_37,441,844,24,9,0,0.0,DURHAM,37,31.361867704280154
826,DURHAM_38,248,808,9,14,2,0.0,DURHAM,38,53.03030303030303
827,DURHAM_39,258,564,16,7,1,1.0,DURHAM,39,37.22627737226277
828,DURHAM_40,49,353,4,13,1,0.0,DURHAM,40,75.62189054726367
829,DURHAM_41,15,274,3,1,1,0.0,DURHAM,41,89.61937716262976
830,DURHAM_42,9,227,2,2,0,0.0,DURHAM,42,92.37288135593221
831,DURHAM_43,272,886,29,14,0,0.0,DURHAM,43,53.02245250431778
832,DURHAM_44,332,611,25,12,2,1.0,DURHAM,44,29.5864262990456
833,DURHAM_45,366,627,24,12,2,0.0,DURHAM,45,26.283987915407852
834,DURHAM_46,103,433,9,7,0,0.0,DURHAM,46,61.56716417910447
835,DURHAM_47,32,309,5,6,1,0.0,DURHAM,47,81.23167155425219
836,DURHAM_48,90,274,4,7,1,0.0,DURHAM,48,50.54945054945055
837,DURHAM_50,229,696,10,10,1,0.0,DURHAM,50,50.486486486486484
838,DURHAM_51,220,883,14,13,0,1.0,DURHAM,51,60.10879419764279
839,DURHAM_52,49,418,7,6,0,0.0,DURHAM,52,79.01498929336188
840,DURHAM_53-1,135,470,14,10,1,0.0,DURHAM,53-1,55.371900826446286
841,DURHAM_53-2,221,673,20,14,0,0.0,DURHAM,53-2,50.55928411633109
842,DURHAM_54,181,882,23,16,2,0.0,DURHAM,54,65.94543744120413
843,DURHAM_55-11,13,261,3,5,0,0.0,DURHAM,55-11,90.51094890510949
844,DURHAM_55-49,1,153,2,1,0,0.0,DURHAM,55-49,98.7012987012987
845,DURHAM_ABS,922,7572,71,96,7,1.0,DURHAM,ABS,78.2905580409701
846,DURHAM_OS DCML,427,10049,64,76,3,1.0,DURHAM,OS DCML,91.84803360061092
847,DURHAM_OS DUKE,859,8807,41,54,4,0.0,DURHAM,OS DUKE,82.22636043865094
848,DURHAM_OS ERL,2863,8672,105,72,4,0.0,DURHAM,OS ERL,50.35977459904638
849,DURHAM_OS ERUUF,1583,9561,70,57,1,0.0,DURHAM,OS ERUUF,71.59009332376166
850,DURHAM_OS NCCU,70,3626,23,23,0,1.0,DURHAM,OS NCCU,96.21212121212122
851,DURHAM_OS NRL,4290,9950,129,72,12,1.0,DURHAM,OS NRL,39.747191011235955
852,DURHAM_OS SRL,1855,13577,117,88,5,0.0,DURHAM,OS SRL,75.95904613789529
853,DURHAM_OS TRC,482,2074,16,15,1,0.0,DURHAM,OS TRC,62.284820031298906
854,DURHAM_PROV,82,462,12,7,0,0.0,DURHAM,PROV,69.85294117647058
855,DURHAM_TRANSFER,0,0,0,0,0,0.0,DURHAM,TRANSFER,
856,EDGECOMBE_0101,47,252,8,1,1,0.0,EDGECOMBE,0101,68.56187290969899
857,EDGECOMBE_0102,276,239,9,3,0,0.0,EDGECOMBE,0102,-7.184466019417475
858,EDGECOMBE_0103,325,162,7,3,1,0.0,EDGECOMBE,0103,-33.47022587268994
859,EDGECOMBE_0104,185,196,7,5,1,0.0,EDGECOMBE,0104,2.8871391076115485
860,EDGECOMBE_0201,215,124,7,0,0,0.0,EDGECOMBE,0201,-26.843657817109147
861,EDGECOMBE_0301,65,45,3,0,0,0.0,EDGECOMBE,0301,-18.181818181818183
862,EDGECOMBE_0401,75,78,2,3,0,0.0,EDGECOMBE,0401,1.9607843137254901
863,EDGECOMBE_0501,83,70,0,0,0,0.0,EDGECOMBE,0501,-8.49673202614379
864,EDGECOMBE_0601,91,182,1,0,0,0.0,EDGECOMBE,0601,33.33333333333333
865,EDGECOMBE_0701,100,187,1,2,0,0.0,EDGECOMBE,0701,30.313588850174217
866,EDGECOMBE_0801,223,60,3,1,1,0.0,EDGECOMBE,0801,-57.59717314487632
867,EDGECOMBE_0901,300,65,1,4,0,0.0,EDGECOMBE,0901,-64.38356164383562
868,EDGECOMBE_1001,246,139,8,1,0,0.0,EDGECOMBE,1001,-27.79220779220779
869,EDGECOMBE_1101,198,51,4,2,0,0.0,EDGECOMBE,1101,-59.036144578313255
870,EDGECOMBE_1201,33,371,2,3,0,0.0,EDGECOMBE,1201,83.66336633663366
871,EDGECOMBE_1202,3,177,1,2,0,0.0,EDGECOMBE,1202,96.66666666666667
872,EDGECOMBE_1203,372,212,7,5,0,0.0,EDGECOMBE,1203,-27.397260273972602
873,EDGECOMBE_1204,14,170,7,0,0,0.0,EDGECOMBE,1204,84.78260869565217
874,EDGECOMBE_1205,4,114,2,1,0,0.0,EDGECOMBE,1205,93.22033898305084
875,EDGECOMBE_1301,275,62,4,2,0,0.0,EDGECOMBE,1301,-63.20474777448071
876,EDGECOMBE_1401,254,39,3,0,0,0.0,EDGECOMBE,1401,-73.37883959044369
877,EDGECOMBE_ABSENTEE,60,246,5,5,1,1.0,EDGECOMBE,ABSENTEE,60.78431372549019
878,EDGECOMBE_OS-CARMON,1464,2389,23,17,1,1.0,EDGECOMBE,OS-CARMON,24.00726706462497
879,EDGECOMBE_OS-PINETOPS,638,568,11,1,0,0.0,EDGECOMBE,OS-PINETOPS,-5.804311774461028
880,EDGECOMBE_OS-ROCKY MT,493,3012,25,11,1,3.0,EDGECOMBE,OS-ROCKY MT,71.86875891583452
881,EDGECOMBE_PROVISIONAL,7,3,0,1,0,0.0,EDGECOMBE,PROVISIONAL,-40.0
882,EDGECOMBE_TRANSFER,0,0,0,0,0,0.0,EDGECOMBE,TRANSFER,
883,FORSYTH_012,1107,400,22,7,0,0.0,FORSYTH,012,-46.914399469143994
884,FORSYTH_013,1248,927,29,16,0,0.0,FORSYTH,013,-14.758620689655173
885,FORSYTH_014,821,472,27,7,1,0.0,FORSYTH,014,-26.991492652745553
886,FORSYTH_015,1091,823,24,18,0,0.0,FORSYTH,015,-14.00208986415883
887,FORSYTH_016,767,722,24,15,0,0.0,FORSYTH,016,-3.022162525184688
888,FORSYTH_017,640,439,14,8,0,0.0,FORSYTH,017,-18.628359592215013
889,FORSYTH_021,1662,486,28,12,0,0.0,FORSYTH,021,-54.7486033519553
890,FORSYTH_031,691,448,19,9,0,0.0,FORSYTH,031,-21.334503950834065
891,FORSYTH_032,977,763,35,12,0,0.0,FORSYTH,032,-12.298850574712644
892,FORSYTH_033,493,642,16,12,1,0.0,FORSYTH,033,13.127753303964756
893,FORSYTH_034,750,444,21,9,0,0.0,FORSYTH,034,-25.628140703517587
894,FORSYTH_042,720,899,24,7,2,0.0,FORSYTH,042,11.056207535515751
895,FORSYTH_043,678,507,15,14,0,0.0,FORSYTH,043,-14.430379746835442
896,FORSYTH_051,952,760,33,14,2,0.0,FORSYTH,051,-11.214953271028037
897,FORSYTH_052,402,385,14,8,1,0.0,FORSYTH,052,-2.1601016518424396
898,FORSYTH_053,1105,676,33,10,1,0.0,FORSYTH,053,-24.087591240875913
899,FORSYTH_054,1011,772,23,8,2,0.0,FORSYTH,054,-13.40437464946719
900,FORSYTH_055,1235,1062,29,14,1,0.0,FORSYTH,055,-7.531562908141054
901,FORSYTH_061,669,460,22,9,0,0.0,FORSYTH,061,-18.511957484499558
902,FORSYTH_062,756,438,21,6,2,0.0,FORSYTH,062,-26.633165829145728
903,FORSYTH_063,1414,751,24,16,2,0.0,FORSYTH,063,-30.623556581986143
904,FORSYTH_064,446,278,8,6,0,0.0,FORSYTH,064,-23.204419889502763
905,FORSYTH_065,1492,977,45,13,1,0.0,FORSYTH,065,-20.85864722559741
906,FORSYTH_066,890,375,13,11,0,0.0,FORSYTH,066,-40.71146245059288
907,FORSYTH_067,485,377,14,9,0,0.0,FORSYTH,067,-12.529002320185615
908,FORSYTH_068,984,567,27,5,1,0.0,FORSYTH,068,-26.88588007736944
909,FORSYTH_071,1204,1007,31,21,3,0.0,FORSYTH,071,-8.909995477159656
910,FORSYTH_073,1467,735,28,18,0,0.0,FORSYTH,073,-33.2425068119891
911,FORSYTH_074,932,1147,28,17,2,1.0,FORSYTH,074,10.341510341510341
912,FORSYTH_075,331,160,10,3,0,1.0,FORSYTH,075,-34.82688391038696
913,FORSYTH_076,1052,686,30,12,0,1.0,FORSYTH,076,-21.058688147295744
914,FORSYTH_077,750,723,19,15,1,0.0,FORSYTH,077,-1.8329938900203666
915,FORSYTH_081,546,985,19,9,1,0.0,FORSYTH,081,28.6740692357936
916,FORSYTH_083,337,638,10,4,0,0.0,FORSYTH,083,30.871794871794872
917,FORSYTH_084,377,935,16,10,0,0.0,FORSYTH,084,42.53048780487805
918,FORSYTH_085,667,563,16,14,0,0.0,FORSYTH,085,-8.455284552845528
919,FORSYTH_091,902,334,14,8,2,0.0,FORSYTH,091,-45.9546925566343
920,FORSYTH_092,793,299,19,4,2,0.0,FORSYTH,092,-45.23809523809524
921,FORSYTH_101,517,688,21,9,2,0.0,FORSYTH,101,14.190871369294605
922,FORSYTH_111,782,241,16,12,0,0.0,FORSYTH,111,-52.883675464320625
923,FORSYTH_112,1093,564,30,14,1,0.0,FORSYTH,112,-31.92516596258298
924,FORSYTH_121,625,856,24,16,1,0.0,FORSYTH,121,15.597569209993248
925,FORSYTH_123,742,875,19,10,1,0.0,FORSYTH,123,8.225108225108226
926,FORSYTH_124,472,967,16,14,0,0.0,FORSYTH,124,34.39888811674774
927,FORSYTH_131,1064,1054,30,16,1,0.0,FORSYTH,131,-0.4721435316336166
928,FORSYTH_132,1319,1293,41,17,2,0.0,FORSYTH,132,-0.9954058192955589
929,FORSYTH_134,1215,852,32,17,0,0.0,FORSYTH,134,-17.561683599419446
930,FORSYTH_135,1022,960,29,11,0,0.0,FORSYTH,135,-3.128153380423814
931,FORSYTH_202,149,696,8,1,0,0.0,FORSYTH,202,64.73372781065089
932,FORSYTH_203,17,545,4,2,0,0.0,FORSYTH,203,93.95017793594306
933,FORSYTH_204,41,538,7,6,0,0.0,FORSYTH,204,85.83765112262522
934,FORSYTH_205,6,257,5,3,0,1.0,FORSYTH,205,95.43726235741445
935,FORSYTH_206,66,585,4,8,1,0.0,FORSYTH,206,79.72350230414746
936,FORSYTH_207,152,701,9,4,0,0.0,FORSYTH,207,64.36107854630716
937,FORSYTH_208,97,579,9,4,1,0.0,FORSYTH,208,71.30177514792899
938,FORSYTH_301,6,225,5,1,0,0.0,FORSYTH,301,94.8051948051948
939,FORSYTH_302,18,311,2,2,0,0.0,FORSYTH,302,89.05775075987842
940,FORSYTH_303,3,186,6,4,0,0.0,FORSYTH,303,96.82539682539682
941,FORSYTH_304,22,856,5,1,0,0.0,FORSYTH,304,94.98861047835992
942,FORSYTH_305,19,657,3,6,0,0.0,FORSYTH,305,94.37869822485207
943,FORSYTH_306,77,384,11,4,0,0.0,FORSYTH,306,66.5943600867679
944,FORSYTH_401,44,613,7,4,0,0.0,FORSYTH,401,86.60578386605783
945,FORSYTH_402,14,430,3,1,0,0.0,FORSYTH,402,93.69369369369369
946,FORSYTH_403,37,484,7,4,0,0.0,FORSYTH,403,85.79654510556622
947,FORSYTH_404,137,882,14,11,0,0.0,FORSYTH,404,73.1108930323847
948,FORSYTH_405,17,427,8,8,1,0.0,FORSYTH,405,92.34234234234235
949,FORSYTH_501,76,808,12,3,0,0.0,FORSYTH,501,82.80542986425338
950,FORSYTH_502,39,465,3,5,0,0.0,FORSYTH,502,84.52380952380952
951,FORSYTH_503,84,421,5,10,0,0.0,FORSYTH,503,66.73267326732673
952,FORSYTH_504,69,317,4,7,0,0.0,FORSYTH,504,64.24870466321244
953,FORSYTH_505,159,468,11,3,0,0.0,FORSYTH,505,49.282296650717704
954,FORSYTH_506,265,521,21,7,0,0.0,FORSYTH,506,32.56997455470738
955,FORSYTH_508,378,727,20,11,0,1.0,FORSYTH,508,31.583710407239817
956,FORSYTH_509,485,636,21,6,2,0.0,FORSYTH,509,13.470115967885816
957,FORSYTH_601,157,699,19,9,0,0.0,FORSYTH,601,63.3177570093458
958,FORSYTH_602,704,1394,34,20,3,0.0,FORSYTH,602,32.8884652049571
959,FORSYTH_603,199,909,11,14,0,0.0,FORSYTH,603,64.07942238267148
960,FORSYTH_604,141,569,17,5,1,0.0,FORSYTH,604,60.281690140845065
961,FORSYTH_605,498,1026,14,12,2,0.0,FORSYTH,605,34.645669291338585
962,FORSYTH_606,235,452,9,3,1,0.0,FORSYTH,606,31.58660844250364
963,FORSYTH_607,430,819,16,11,0,0.0,FORSYTH,607,31.144915932746198
964,FORSYTH_701,390,569,9,5,0,0.0,FORSYTH,701,18.665276329509904
965,FORSYTH_702,232,706,16,4,1,0.0,FORSYTH,702,50.53304904051173
966,FORSYTH_703,175,605,7,10,0,0.0,FORSYTH,703,55.12820512820513
967,FORSYTH_704,254,851,13,15,0,0.0,FORSYTH,704,54.02714932126697
968,FORSYTH_705,351,796,20,15,1,0.0,FORSYTH,705,38.79686137750654
969,FORSYTH_706,210,345,15,7,0,0.0,FORSYTH,706,24.324324324324326
970,FORSYTH_707,254,480,4,10,0,0.0,FORSYTH,707,30.79019073569482
971,FORSYTH_708,888,1322,26,27,1,0.0,FORSYTH,708,19.638009049773757
972,FORSYTH_709,600,1060,28,12,0,0.0,FORSYTH,709,27.710843373493976
973,FORSYTH_801,275,545,8,8,1,0.0,FORSYTH,801,32.926829268292686
974,FORSYTH_802,506,723,15,3,4,0.0,FORSYTH,802,17.656631407648497
975,FORSYTH_803,599,645,9,2,0,0.0,FORSYTH,803,3.697749196141479
976,FORSYTH_804,376,531,18,5,4,0.0,FORSYTH,804,17.089305402425577
977,FORSYTH_805,681,1033,26,5,1,0.0,FORSYTH,805,20.536756126021004
978,FORSYTH_806,554,630,16,9,1,0.0,FORSYTH,806,6.418918918918918
979,FORSYTH_807,562,657,19,4,1,0.0,FORSYTH,807,7.793273174733388
980,FORSYTH_808,448,1009,18,17,0,0.0,FORSYTH,808,38.50377487989019
981,FORSYTH_809,826,1131,20,19,2,0.0,FORSYTH,809,15.585079202861523
982,FORSYTH_901,372,910,11,10,1,0.0,FORSYTH,901,41.96567862714509
983,FORSYTH_902,126,824,13,7,0,0.0,FORSYTH,902,73.47368421052632
984,FORSYTH_903,362,980,11,8,2,0.0,FORSYTH,903,46.050670640834575
985,FORSYTH_904,216,762,8,9,0,0.0,FORSYTH,904,55.828220858895705
986,FORSYTH_905,276,876,17,12,0,0.0,FORSYTH,905,52.083333333333336
987,FORSYTH_906,710,1286,18,20,3,0.0,FORSYTH,906,28.857715430861724
988,FORSYTH_907,363,739,22,5,0,0.0,FORSYTH,907,34.11978221415608
989,FORSYTH_908,855,1062,20,12,2,0.0,FORSYTH,908,10.7981220657277
990,FORSYTH_909,353,448,12,5,0,0.0,FORSYTH,909,11.860174781523096
991,FRANKLIN_01,314,624,11,9,2,,FRANKLIN,01,33.04904051172708
992,FRANKLIN_02,405,423,9,9,0,,FRANKLIN,02,2.1739130434782608
993,FRANKLIN_03,1061,981,30,18,2,,FRANKLIN,03,-3.9177277179236047
994,FRANKLIN_05,807,412,21,7,0,,FRANKLIN,05,-32.40360951599672
995,FRANKLIN_06,440,528,21,13,0,,FRANKLIN,06,9.090909090909092
996,FRANKLIN_07,694,266,8,8,2,,FRANKLIN,07,-44.583333333333336
997,FRANKLIN_08,1077,740,31,9,3,,FRANKLIN,08,-18.547055586130984
998,FRANKLIN_09,607,292,14,3,1,,FRANKLIN,09,-35.03893214682981
999,FRANKLIN_10,406,160,10,6,1,,FRANKLIN,10,-43.46289752650176
1000,FRANKLIN_11,378,458,11,12,0,,FRANKLIN,11,9.569377990430622
1001,FRANKLIN_12,480,283,6,3,0,,FRANKLIN,12,-25.81913499344692
1002,FRANKLIN_13,768,426,14,8,0,,FRANKLIN,13,-28.643216080402013
1003,FRANKLIN_14,1746,962,54,21,3,,FRANKLIN,14,-28.95125553914328
1004,FRANKLIN_15,670,1190,31,21,0,,FRANKLIN,15,27.956989247311824
1005,FRANKLIN_16,480,597,12,5,0,,FRANKLIN,16,10.86350974930362
1006,FRANKLIN_17,1459,752,23,19,0,,FRANKLIN,17,-31.97648123021257
1007,FRANKLIN_18,1280,831,26,20,1,,FRANKLIN,18,-21.269540502131694
1008,FRANKLIN_19,2220,1776,65,31,3,,FRANKLIN,19,-11.11111111111111
1009,GASTON_01,264,336,16,6,0,0.0,GASTON,01,12.0
1010,GASTON_02,350,482,10,3,0,0.0,GASTON,02,15.865384615384615
1011,GASTON_03,245,419,5,4,0,0.0,GASTON,03,26.20481927710843
1012,GASTON_04,1219,783,22,5,1,0.0,GASTON,04,-21.77822177822178
1013,GASTON_05,308,410,15,9,0,0.0,GASTON,05,14.206128133704734
1014,GASTON_06,149,433,5,1,0,0.0,GASTON,06,48.797250859106526
1015,GASTON_07,20,370,2,1,0,0.0,GASTON,07,89.74358974358975
1016,GASTON_08,252,408,11,7,0,0.0,GASTON,08,23.636363636363637
1017,GASTON_09,450,351,11,4,1,0.0,GASTON,09,-12.359550561797752
1018,GASTON_10,600,657,17,14,1,0.0,GASTON,10,4.534606205250596
1019,GASTON_11,259,317,13,7,0,0.0,GASTON,11,10.069444444444445
1020,GASTON_12,826,382,18,6,0,0.0,GASTON,12,-36.75496688741722
1021,GASTON_13,723,428,12,11,0,0.0,GASTON,13,-25.62988705473501
1022,GASTON_14,409,278,13,0,2,0.0,GASTON,14,-19.068413391557495
1023,GASTON_15,2083,1512,39,19,0,1.0,GASTON,15,-15.883171070931851
1024,GASTON_16,1669,969,31,17,1,0.0,GASTON,16,-26.535253980288097
1025,GASTON_17,1220,909,26,16,2,0.0,GASTON,17,-14.607797087834665
1026,GASTON_18,1362,1254,36,25,1,0.0,GASTON,18,-4.128440366972478
1027,GASTON_19,1371,599,30,12,0,0.0,GASTON,19,-39.18781725888325
1028,GASTON_20,1312,353,31,13,1,1.0,GASTON,20,-57.59759759759759
1029,GASTON_21,615,332,15,9,1,0.0,GASTON,21,-29.883843717001056
1030,GASTON_22,1453,561,19,16,0,0.0,GASTON,22,-44.28997020854022
1031,GASTON_23,1182,941,33,14,1,0.0,GASTON,23,-11.351860574658502
1032,GASTON_24,768,619,31,18,1,0.0,GASTON,24,-10.742609949531362
1033,GASTON_25,804,451,17,9,0,1.0,GASTON,25,-28.127490039840637
1034,GASTON_26,874,571,22,13,0,0.0,GASTON,26,-20.968858131487888
1035,GASTON_27,1846,1060,34,18,1,0.0,GASTON,27,-27.047487955953198
1036,GASTON_28,1423,873,40,25,2,0.0,GASTON,28,-23.954703832752614
